"","Iplant_Double","Month","Year","Hummingbird","Camera","Day","Bird","Plant","Yobs","Transect_R","DateP","ID","Elev","Traitmatch","Flowers","Month.a","jBird","jPlant"
"307","Centropogon solanifolius",10,"2015","Collared Inca",66,1,16,42,0,"2100_2300","2015-10-20","FH1502",NA,1.907,6.75,"Oct",5,5
"308","Centropogon solanifolius",10,"2015","Violet-tailed Sylph",66,1,14,42,0,"2100_2300","2015-10-20","FH1502",NA,3.524,6.75,"Oct",16,5
"309","Centropogon solanifolius",10,"2015","Speckled Hummingbird",64,1,20,42,1,"1900_2100","2015-10-07","FH1401",1930,3.644,6.75,"Oct",13,5
"310","Centropogon solanifolius",10,"2015","Buff-tailed Coronet",66,1,17,42,0,"2100_2300","2015-10-20","FH1502",NA,3.46,6.75,"Oct",4,5
"311","Centropogon solanifolius",10,"2015","Green-fronted Lancebill",66,1,15,42,0,"2100_2300","2015-10-20","FH1502",NA,1.889,6.75,"Oct",10,5
"312","Centropogon solanifolius",10,"2015","Violet-tailed Sylph",64,1,14,42,1,"1900_2100","2015-10-07","FH1401",1930,3.524,6.75,"Oct",16,5
"313","Centropogon solanifolius",10,"2015","Brown Inca",64,1,13,42,0,"1900_2100","2015-10-07","FH1401",NA,1.792,6.75,"Oct",3,5
"314","Centropogon solanifolius",10,"2015","Purple-bibbed Whitetip",64,1,7,42,0,"1900_2100","2015-10-07","FH1401",NA,3.218,6.75,"Oct",12,5
"315","Centropogon solanifolius",10,"2015","Tawny-bellied Hermit",66,1,11,42,3,"2100_2300","2015-10-20","FH1502",2160,1.085,6.75,"Oct",15,5
"316","Centropogon solanifolius",10,"2015","Green-crowned Brilliant",64,1,10,42,0,"1900_2100","2015-10-07","FH1401",NA,2.971,6.75,"Oct",9,5
"317","Centropogon solanifolius",10,"2015","Wedge-billed Hummingbird",64,1,6,42,0,"1900_2100","2015-10-07","FH1401",NA,3.758,6.75,"Oct",17,5
"318","Centropogon solanifolius",10,"2015","Tawny-bellied Hermit",64,1,11,42,3,"1900_2100","2015-10-07","FH1401",1930,1.085,6.75,"Oct",15,5
"319","Centropogon solanifolius",11,"2014","Green-fronted Lancebill",233,1,15,42,0,"2100_2300","2014-11-19","FH910",NA,1.889,4,"Nov",10,5
"320","Centropogon solanifolius",11,"2014","Violet-tailed Sylph",233,1,14,42,0,"2100_2300","2014-11-19","FH910",NA,3.524,4,"Nov",16,5
"321","Centropogon solanifolius",11,"2014","Tawny-bellied Hermit",233,1,11,42,1,"2100_2300","2014-11-19","FH910",2110,1.085,4,"Nov",15,5
"322","Centropogon solanifolius",12,"2013","Booted Racket-tail",69,1,8,42,0,"1900_2100","2013-12-05","FH204",NA,3.856,9,"Dec",2,5
"323","Centropogon solanifolius",12,"2013","Brown Inca",69,1,13,42,0,"1900_2100","2013-12-05","FH204",NA,1.792,9,"Dec",3,5
"324","Centropogon solanifolius",12,"2013","Wedge-billed Hummingbird",4,1,6,42,0,"1700_1900","2013-12-15","FH105",NA,3.758,9,"Dec",17,5
"325","Centropogon solanifolius",12,"2013","Booted Racket-tail",4,1,8,42,0,"1700_1900","2013-12-15","FH105",NA,3.856,9,"Dec",2,5
"326","Centropogon solanifolius",12,"2013","Wedge-billed Hummingbird",69,1,6,42,0,"1900_2100","2013-12-05","FH204",NA,3.758,9,"Dec",17,5
"327","Centropogon solanifolius",12,"2013","Green-crowned Brilliant",4,1,10,42,0,"1700_1900","2013-12-15","FH105",NA,2.971,9,"Dec",9,5
"328","Centropogon solanifolius",12,"2013","Green-crowned Brilliant",69,1,10,42,0,"1900_2100","2013-12-05","FH204",NA,2.971,9,"Dec",9,5
"329","Centropogon solanifolius",12,"2013","Tawny-bellied Hermit",4,1,11,42,1,"1700_1900","2013-12-15","FH105",1900,1.085,9,"Dec",15,5
