"","species","parameter","Draw","Chain","estimate","par","plant","Yobs","Model","Hummingbird"
"323",1,"E[52]",3,2,0.00542732125496973,"E",16,1,"N-mixture","Collared Inca"
"324",1,"E[52]",4,2,0.000300498606873864,"E",16,1,"N-mixture","Collared Inca"
"325",1,"E[52]",5,2,0.117238764861171,"E",16,1,"N-mixture","Collared Inca"
"326",1,"E[52]",6,2,0.0105570037597998,"E",16,1,"N-mixture","Collared Inca"
"327",1,"E[52]",7,2,0.039808596721992,"E",16,1,"N-mixture","Collared Inca"
"328",1,"ynew[58]",5,1,0,"ynew",6,0,"N-mixture","Collared Inca"
"329",1,"ynew[58]",6,1,2,"ynew",6,0,"N-mixture","Collared Inca"
"330",1,"ynew[58]",7,1,1,"ynew",6,0,"N-mixture","Collared Inca"
"331",1,"ynew[58]",1,2,0,"ynew",6,0,"N-mixture","Collared Inca"
"332",1,"ynew[10]",3,2,0,"ynew",10,0,"N-mixture","Collared Inca"
"333",1,"ynew[10]",4,2,0,"ynew",10,0,"N-mixture","Collared Inca"
"334",1,"ynew[10]",5,2,0,"ynew",10,0,"N-mixture","Collared Inca"
"335",1,"ynew[10]",6,2,0,"ynew",10,0,"N-mixture","Collared Inca"
"336",1,"E[61]",4,1,1.20628256269876,"E",17,5,"N-mixture","Collared Inca"
"337",1,"ynew[58]",7,2,0,"ynew",6,0,"N-mixture","Collared Inca"
"338",1,"ynew[27]",5,1,0,"ynew",17,0,"N-mixture","Collared Inca"
"339",1,"ynew[27]",6,1,0,"ynew",17,0,"N-mixture","Collared Inca"
"340",1,"ynew[27]",7,1,0,"ynew",17,0,"N-mixture","Collared Inca"
"341",1,"ynew[27]",1,2,1,"ynew",17,0,"N-mixture","Collared Inca"
"342",1,"ynew[27]",2,2,0,"ynew",17,0,"N-mixture","Collared Inca"
"343",1,"ynew[27]",3,2,0,"ynew",17,0,"N-mixture","Collared Inca"
"344",1,"ynew[27]",4,2,0,"ynew",17,0,"N-mixture","Collared Inca"
"345",1,"ynew[27]",5,2,0,"ynew",17,0,"N-mixture","Collared Inca"
"346",1,"ynew[27]",6,2,0,"ynew",17,0,"N-mixture","Collared Inca"
"347",1,"E[51]",7,1,0.976920458298213,"E",14,5,"N-mixture","Collared Inca"
"348",1,"E[51]",1,2,0.298022349564691,"E",14,5,"N-mixture","Collared Inca"
"349",1,"ynew[38]",4,2,0,"ynew",15,0,"N-mixture","Collared Inca"
"350",1,"ynew[38]",5,2,0,"ynew",15,0,"N-mixture","Collared Inca"
"351",1,"ynew[38]",6,2,0,"ynew",15,0,"N-mixture","Collared Inca"
"352",1,"E[41]",4,1,0.320574987329814,"E",11,0,"N-mixture","Collared Inca"
"353",1,"ynew[61]",7,2,4,"ynew",17,5,"N-mixture","Collared Inca"
"354",1,"ynew[30]",5,1,0,"ynew",1,0,"N-mixture","Collared Inca"
"355",1,"ynew[30]",6,1,2,"ynew",1,0,"N-mixture","Collared Inca"
"356",1,"ynew[30]",7,1,0,"ynew",1,0,"N-mixture","Collared Inca"
"357",1,"ynew[30]",1,2,1,"ynew",1,0,"N-mixture","Collared Inca"
"358",1,"E[41]",3,2,0,"E",11,0,"N-mixture","Collared Inca"
"359",1,"E[41]",4,2,0,"E",11,0,"N-mixture","Collared Inca"
"360",1,"E[41]",5,2,0,"E",11,0,"N-mixture","Collared Inca"
"361",1,"E[41]",6,2,0,"E",11,0,"N-mixture","Collared Inca"
"362",1,"E[41]",7,2,0.470852310186591,"E",11,0,"N-mixture","Collared Inca"
"363",1,"ynew[30]",7,2,0,"ynew",1,0,"N-mixture","Collared Inca"
"364",1,"ynew[18]",2,2,3,"ynew",7,3,"N-mixture","Collared Inca"
"365",1,"E[24]",1,1,0,"E",13,0,"N-mixture","Collared Inca"
"366",1,"E[24]",2,1,0,"E",13,0,"N-mixture","Collared Inca"
"367",1,"E[24]",3,1,0,"E",13,0,"N-mixture","Collared Inca"
"368",1,"E[24]",4,1,0,"E",13,0,"N-mixture","Collared Inca"
"369",1,"E[24]",5,1,0,"E",13,0,"N-mixture","Collared Inca"
"370",1,"E[24]",6,1,0,"E",13,0,"N-mixture","Collared Inca"
"371",1,"E[24]",7,1,0,"E",13,0,"N-mixture","Collared Inca"
"372",1,"E[24]",1,2,0,"E",13,0,"N-mixture","Collared Inca"
"373",1,"E[24]",2,2,0,"E",13,0,"N-mixture","Collared Inca"
"374",1,"ynew[21]",5,1,0,"ynew",19,0,"N-mixture","Collared Inca"
"375",1,"ynew[21]",6,1,3,"ynew",19,0,"N-mixture","Collared Inca"
"376",1,"ynew[21]",7,1,1,"ynew",19,0,"N-mixture","Collared Inca"
"377",1,"ynew[21]",1,2,0,"ynew",19,0,"N-mixture","Collared Inca"
"378",1,"ynew[21]",2,2,0,"ynew",19,0,"N-mixture","Collared Inca"
"379",1,"ynew[21]",3,2,0,"ynew",19,0,"N-mixture","Collared Inca"
"380",1,"ynew[21]",4,2,0,"ynew",19,0,"N-mixture","Collared Inca"
"381",1,"ynew[21]",5,2,0,"ynew",19,0,"N-mixture","Collared Inca"
"382",1,"ynew[21]",6,2,0,"ynew",19,0,"N-mixture","Collared Inca"
"383",1,"ynew[21]",7,2,0,"ynew",19,0,"N-mixture","Collared Inca"
"384",1,"ynew[61]",5,1,5,"ynew",17,5,"N-mixture","Collared Inca"
"385",1,"ynew[61]",6,1,2,"ynew",17,5,"N-mixture","Collared Inca"
"386",1,"ynew[61]",7,1,2,"ynew",17,5,"N-mixture","Collared Inca"
"387",1,"ynew[56]",3,2,0,"ynew",18,0,"N-mixture","Collared Inca"
"388",1,"ynew[56]",4,2,0,"ynew",18,0,"N-mixture","Collared Inca"
"389",1,"E[51]",2,2,0.564780137595235,"E",14,5,"N-mixture","Collared Inca"
"390",1,"E[51]",3,2,0.0378578182390098,"E",14,5,"N-mixture","Collared Inca"
"391",1,"E[51]",4,2,0.00205952954339442,"E",14,5,"N-mixture","Collared Inca"
"392",1,"E[51]",5,2,0.905129418313326,"E",14,5,"N-mixture","Collared Inca"
"393",1,"E[51]",6,2,0.0743446941737658,"E",14,5,"N-mixture","Collared Inca"
"394",1,"E[51]",7,2,0.290061859061787,"E",14,5,"N-mixture","Collared Inca"
"395",1,"E[52]",1,1,0.164279505326593,"E",16,1,"N-mixture","Collared Inca"
"396",1,"E[52]",2,1,0.195631201213861,"E",16,1,"N-mixture","Collared Inca"
"397",1,"E[52]",3,1,0.00305837483454217,"E",16,1,"N-mixture","Collared Inca"
"398",1,"E[52]",4,1,0.152847001316051,"E",16,1,"N-mixture","Collared Inca"
"399",1,"ynew[18]",4,1,0,"ynew",7,3,"N-mixture","Collared Inca"
"400",1,"ynew[18]",5,1,3,"ynew",7,3,"N-mixture","Collared Inca"
"401",1,"ynew[18]",6,1,1,"ynew",7,3,"N-mixture","Collared Inca"
"402",1,"ynew[18]",7,1,2,"ynew",7,3,"N-mixture","Collared Inca"
"403",1,"ynew[18]",1,2,2,"ynew",7,3,"N-mixture","Collared Inca"
"404",1,"ynew[41]",7,1,0,"ynew",11,0,"N-mixture","Collared Inca"
"405",1,"ynew[58]",1,1,0,"ynew",6,0,"N-mixture","Collared Inca"
"406",1,"E[58]",2,2,0,"E",6,0,"N-mixture","Collared Inca"
"407",1,"E[58]",3,2,0,"E",6,0,"N-mixture","Collared Inca"
"408",1,"E[58]",4,2,0,"E",6,0,"N-mixture","Collared Inca"
"409",1,"E[58]",5,2,0,"E",6,0,"N-mixture","Collared Inca"
"410",1,"E[58]",6,2,0,"E",6,0,"N-mixture","Collared Inca"
"411",1,"E[58]",7,2,0,"E",6,0,"N-mixture","Collared Inca"
"412",1,"ynew[21]",2,1,2,"ynew",19,0,"N-mixture","Collared Inca"
"413",1,"ynew[58]",2,2,0,"ynew",6,0,"N-mixture","Collared Inca"
"414",1,"E[61]",1,1,1.3052958867144,"E",17,5,"N-mixture","Collared Inca"
"415",1,"E[61]",2,1,0.0010056187936234,"E",17,5,"N-mixture","Collared Inca"
"416",1,"E[61]",3,1,0.0212087495332034,"E",17,5,"N-mixture","Collared Inca"
"417",1,"ynew[56]",1,1,0,"ynew",18,0,"N-mixture","Collared Inca"
"418",1,"ynew[56]",2,1,0,"ynew",18,0,"N-mixture","Collared Inca"
"419",1,"ynew[56]",3,1,0,"ynew",18,0,"N-mixture","Collared Inca"
"420",1,"ynew[56]",4,1,0,"ynew",18,0,"N-mixture","Collared Inca"
"421",1,"E[51]",1,1,0.586068393554377,"E",14,5,"N-mixture","Collared Inca"
"422",1,"E[51]",2,1,0.778088832099464,"E",14,5,"N-mixture","Collared Inca"
"423",1,"E[51]",3,1,0.0212087495332034,"E",14,5,"N-mixture","Collared Inca"
"424",1,"E[51]",4,1,1.20628256269876,"E",14,5,"N-mixture","Collared Inca"
"425",1,"E[51]",5,1,0.0917975429318828,"E",14,5,"N-mixture","Collared Inca"
"426",1,"E[51]",6,1,0.226788711302102,"E",14,5,"N-mixture","Collared Inca"
"427",1,"ynew[30]",3,2,0,"ynew",1,0,"N-mixture","Collared Inca"
"428",1,"ynew[30]",4,2,0,"ynew",1,0,"N-mixture","Collared Inca"
"429",1,"ynew[61]",2,2,3,"ynew",17,5,"N-mixture","Collared Inca"
"430",1,"E[41]",1,1,0.31068307172612,"E",11,0,"N-mixture","Collared Inca"
"431",1,"E[41]",2,1,0.286046041243645,"E",11,0,"N-mixture","Collared Inca"
"432",1,"E[41]",3,1,0,"E",11,0,"N-mixture","Collared Inca"
"433",1,"ynew[61]",6,2,4,"ynew",17,5,"N-mixture","Collared Inca"
"434",1,"ynew[30]",4,1,1,"ynew",1,0,"N-mixture","Collared Inca"
"435",1,"ynew[58]",4,1,1,"ynew",6,0,"N-mixture","Collared Inca"
"436",1,"ynew[18]",7,2,2,"ynew",7,3,"N-mixture","Collared Inca"
"437",1,"ynew[18]",1,1,2,"ynew",7,3,"N-mixture","Collared Inca"
"438",1,"ynew[18]",2,1,2,"ynew",7,3,"N-mixture","Collared Inca"
"439",1,"ynew[30]",2,2,1,"ynew",1,0,"N-mixture","Collared Inca"
"440",1,"ynew[21]",3,1,0,"ynew",19,0,"N-mixture","Collared Inca"
"441",1,"ynew[21]",4,1,0,"ynew",19,0,"N-mixture","Collared Inca"
"442",1,"ynew[30]",5,2,2,"ynew",1,0,"N-mixture","Collared Inca"
"443",1,"ynew[30]",6,2,0,"ynew",1,0,"N-mixture","Collared Inca"
"444",1,"ynew[58]",6,2,0,"ynew",6,0,"N-mixture","Collared Inca"
"445",1,"ynew[41]",1,2,0,"ynew",11,0,"N-mixture","Collared Inca"
"446",1,"ynew[58]",2,1,1,"ynew",6,0,"N-mixture","Collared Inca"
"447",1,"ynew[58]",3,1,0,"ynew",6,0,"N-mixture","Collared Inca"
"448",1,"ynew[61]",1,1,2,"ynew",17,5,"N-mixture","Collared Inca"
"449",1,"ynew[61]",2,1,6,"ynew",17,5,"N-mixture","Collared Inca"
"450",1,"ynew[41]",7,2,1,"ynew",11,0,"N-mixture","Collared Inca"
"451",1,"ynew[21]",1,1,0,"ynew",19,0,"N-mixture","Collared Inca"
"452",1,"ynew[56]",1,2,0,"ynew",18,0,"N-mixture","Collared Inca"
"453",1,"ynew[56]",2,2,0,"ynew",18,0,"N-mixture","Collared Inca"
"454",1,"ynew[41]",3,1,0,"ynew",11,0,"N-mixture","Collared Inca"
"455",1,"ynew[58]",3,2,0,"ynew",6,0,"N-mixture","Collared Inca"
"456",1,"ynew[58]",4,2,0,"ynew",6,0,"N-mixture","Collared Inca"
"457",1,"ynew[56]",6,2,0,"ynew",18,0,"N-mixture","Collared Inca"
"458",1,"ynew[27]",4,1,0,"ynew",17,0,"N-mixture","Collared Inca"
"459",1,"ynew[61]",4,2,5,"ynew",17,5,"N-mixture","Collared Inca"
"460",1,"ynew[61]",5,2,2,"ynew",17,5,"N-mixture","Collared Inca"
"461",1,"ynew[30]",3,1,0,"ynew",1,0,"N-mixture","Collared Inca"
"462",1,"ynew[18]",5,2,2,"ynew",7,3,"N-mixture","Collared Inca"
"463",1,"ynew[61]",3,1,4,"ynew",17,5,"N-mixture","Collared Inca"
"464",1,"ynew[61]",4,1,1,"ynew",17,5,"N-mixture","Collared Inca"
"465",1,"ynew[56]",7,1,1,"ynew",18,0,"N-mixture","Collared Inca"
"466",1,"ynew[18]",3,1,3,"ynew",7,3,"N-mixture","Collared Inca"
"467",1,"ynew[41]",1,1,1,"ynew",11,0,"N-mixture","Collared Inca"
"468",1,"ynew[41]",4,1,1,"ynew",11,0,"N-mixture","Collared Inca"
"469",1,"ynew[56]",5,2,0,"ynew",18,0,"N-mixture","Collared Inca"
"470",1,"ynew[41]",6,1,2,"ynew",11,0,"N-mixture","Collared Inca"
"471",1,"ynew[56]",7,2,0,"ynew",18,0,"N-mixture","Collared Inca"
"472",1,"ynew[27]",3,1,0,"ynew",17,0,"N-mixture","Collared Inca"
"473",1,"ynew[18]",3,2,3,"ynew",7,3,"N-mixture","Collared Inca"
"474",1,"ynew[18]",4,2,3,"ynew",7,3,"N-mixture","Collared Inca"
"475",1,"ynew[30]",2,1,0,"ynew",1,0,"N-mixture","Collared Inca"
"476",1,"ynew[18]",6,2,2,"ynew",7,3,"N-mixture","Collared Inca"
"477",1,"ynew[41]",6,2,0,"ynew",11,0,"N-mixture","Collared Inca"
"478",1,"ynew[41]",5,2,0,"ynew",11,0,"N-mixture","Collared Inca"
"479",1,"ynew[30]",1,1,1,"ynew",1,0,"N-mixture","Collared Inca"
"480",1,"ynew[58]",5,2,0,"ynew",6,0,"N-mixture","Collared Inca"
"481",1,"ynew[41]",2,1,1,"ynew",11,0,"N-mixture","Collared Inca"
"482",1,"ynew[41]",5,1,0,"ynew",11,0,"N-mixture","Collared Inca"
"483",1,"ynew[41]",4,2,0,"ynew",11,0,"N-mixture","Collared Inca"
"484",1,"ynew[41]",2,2,0,"ynew",11,0,"N-mixture","Collared Inca"
"485",1,"ynew[61]",3,2,4,"ynew",17,5,"N-mixture","Collared Inca"
"486",1,"ynew[27]",2,1,2,"ynew",17,0,"N-mixture","Collared Inca"
"487",1,"ynew[56]",5,1,0,"ynew",18,0,"N-mixture","Collared Inca"
"488",1,"ynew[56]",6,1,0,"ynew",18,0,"N-mixture","Collared Inca"
"489",1,"ynew[27]",1,1,1,"ynew",17,0,"N-mixture","Collared Inca"
"490",1,"ynew[41]",3,2,0,"ynew",11,0,"N-mixture","Collared Inca"
"491",2,"E[46]",6,2,0.00603035746850627,"E",19,1,"N-mixture","Speckled Hummingbird"
"492",2,"E[46]",7,2,0.00613141883255893,"E",19,1,"N-mixture","Speckled Hummingbird"
"493",2,"E[55]",2,2,0.125845411627419,"E",18,2,"N-mixture","Speckled Hummingbird"
"494",2,"E[60]",7,2,0.584783545705918,"E",6,0,"N-mixture","Speckled Hummingbird"
"495",2,"E[46]",5,2,0.17178643781052,"E",19,1,"N-mixture","Speckled Hummingbird"
"496",2,"E[50]",6,1,0,"E",8,0,"N-mixture","Speckled Hummingbird"
"497",2,"E[50]",3,2,0,"E",8,0,"N-mixture","Speckled Hummingbird"
"498",2,"E[26]",6,2,0,"E",13,0,"N-mixture","Speckled Hummingbird"
"499",2,"E[50]",2,2,0,"E",8,0,"N-mixture","Speckled Hummingbird"
"500",2,"detect[2]",7,2,0.453557530782544,"detect",NA,NA,"N-mixture","Speckled Hummingbird"
"501",2,"E[55]",1,1,0.0453152992680648,"E",18,2,"N-mixture","Speckled Hummingbird"
"502",2,"ynew[11]",5,2,1,"ynew",10,1,"N-mixture","Speckled Hummingbird"
"503",2,"E[46]",4,1,0.0670489536709203,"E",19,1,"N-mixture","Speckled Hummingbird"
"504",2,"E[55]",3,1,0.17359594737947,"E",18,2,"N-mixture","Speckled Hummingbird"
"505",2,"E[46]",2,2,0.0503306102631023,"E",19,1,"N-mixture","Speckled Hummingbird"
"506",2,"E[50]",7,1,0.360517123974354,"E",8,0,"N-mixture","Speckled Hummingbird"
"507",2,"E[50]",1,2,0.0823323954678709,"E",8,0,"N-mixture","Speckled Hummingbird"
"508",2,"ynew[11]",4,2,1,"ynew",10,1,"N-mixture","Speckled Hummingbird"
"509",2,"ynew[11]",6,2,1,"ynew",10,1,"N-mixture","Speckled Hummingbird"
"510",2,"ynew[11]",7,2,0,"ynew",10,1,"N-mixture","Speckled Hummingbird"
"511",2,"E[46]",3,1,0.0820478083131171,"E",19,1,"N-mixture","Speckled Hummingbird"
"512",2,"ynew[60]",6,2,1,"ynew",6,0,"N-mixture","Speckled Hummingbird"
"513",2,"ynew[60]",7,2,1,"ynew",6,0,"N-mixture","Speckled Hummingbird"
"514",2,"E[39]",1,2,0.0823323954678709,"E",11,0,"N-mixture","Speckled Hummingbird"
"515",2,"E[39]",2,2,0.160461816246197,"E",11,0,"N-mixture","Speckled Hummingbird"
"516",2,"E[55]",2,1,0.0121286572133258,"E",18,2,"N-mixture","Speckled Hummingbird"
"517",2,"E[60]",6,2,0.585433926173021,"E",6,0,"N-mixture","Speckled Hummingbird"
"518",2,"E[39]",4,2,0,"E",11,0,"N-mixture","Speckled Hummingbird"
"519",2,"E[46]",3,2,0.0484928371105313,"E",19,1,"N-mixture","Speckled Hummingbird"
"520",2,"E[46]",4,2,0.242345896856069,"E",19,1,"N-mixture","Speckled Hummingbird"
"521",2,"E[55]",6,1,0.113115507188007,"E",18,2,"N-mixture","Speckled Hummingbird"
"522",2,"E[55]",7,1,0.28831124644135,"E",18,2,"N-mixture","Speckled Hummingbird"
"523",2,"E[55]",1,2,0.0199874185913334,"E",18,2,"N-mixture","Speckled Hummingbird"
"524",2,"E[26]",7,2,0.584783545705918,"E",13,0,"N-mixture","Speckled Hummingbird"
"525",2,"detect[2]",4,2,0.506191868463092,"detect",NA,NA,"N-mixture","Speckled Hummingbird"
"526",2,"E[55]",3,2,0.112678780591391,"E",18,2,"N-mixture","Speckled Hummingbird"
"527",2,"E[46]",5,1,0.195279401543013,"E",19,1,"N-mixture","Speckled Hummingbird"
"528",2,"E[26]",3,1,0,"E",13,0,"N-mixture","Speckled Hummingbird"
"529",2,"E[26]",4,1,0,"E",13,0,"N-mixture","Speckled Hummingbird"
"530",2,"E[39]",3,2,0,"E",11,0,"N-mixture","Speckled Hummingbird"
"531",2,"E[50]",4,1,0.388758984430855,"E",8,0,"N-mixture","Speckled Hummingbird"
"532",2,"E[50]",5,1,0,"E",8,0,"N-mixture","Speckled Hummingbird"
"533",2,"E[11]",1,1,0.0353710183574988,"E",10,1,"N-mixture","Speckled Hummingbird"
"534",2,"E[11]",2,1,0.0745939018594247,"E",10,1,"N-mixture","Speckled Hummingbird"
"535",2,"E[16]",7,2,0.313142482257387,"E",7,1,"N-mixture","Speckled Hummingbird"
"536",2,"ynew[60]",3,2,0,"ynew",6,0,"N-mixture","Speckled Hummingbird"
"537",2,"E[16]",3,1,0.0820478083131171,"E",7,1,"N-mixture","Speckled Hummingbird"
"538",2,"E[16]",4,1,0.0891322560577048,"E",7,1,"N-mixture","Speckled Hummingbird"
"539",2,"E[50]",5,2,0,"E",8,0,"N-mixture","Speckled Hummingbird"
"540",2,"E[50]",6,2,0,"E",8,0,"N-mixture","Speckled Hummingbird"
"541",2,"E[50]",7,2,0,"E",8,0,"N-mixture","Speckled Hummingbird"
"542",2,"E[46]",6,1,0.0453438967308194,"E",19,1,"N-mixture","Speckled Hummingbird"
"543",2,"E[46]",7,1,0.112584330706797,"E",19,1,"N-mixture","Speckled Hummingbird"
"544",2,"E[46]",1,2,0.0524167602817957,"E",19,1,"N-mixture","Speckled Hummingbird"
"545",2,"ynew[46]",1,1,3,"ynew",19,1,"N-mixture","Speckled Hummingbird"
"546",2,"ynew[46]",2,1,0,"ynew",19,1,"N-mixture","Speckled Hummingbird"
"547",2,"ynew[46]",3,1,1,"ynew",19,1,"N-mixture","Speckled Hummingbird"
"548",2,"ynew[46]",4,1,2,"ynew",19,1,"N-mixture","Speckled Hummingbird"
"549",2,"detect[2]",7,1,0.641508723132798,"detect",NA,NA,"N-mixture","Speckled Hummingbird"
"550",2,"detect[2]",1,2,0.248194827565186,"detect",NA,NA,"N-mixture","Speckled Hummingbird"
"551",2,"detect[2]",3,2,0.323759067884566,"detect",NA,NA,"N-mixture","Speckled Hummingbird"
"552",2,"E[39]",5,1,0,"E",11,0,"N-mixture","Speckled Hummingbird"
"553",2,"detect[2]",5,2,0.571056058465489,"detect",NA,NA,"N-mixture","Speckled Hummingbird"
"554",2,"detect[2]",6,2,0.907859372261086,"detect",NA,NA,"N-mixture","Speckled Hummingbird"
"555",2,"alpha[2]",4,1,0.596549835184017,"alpha",NA,NA,"N-mixture","Speckled Hummingbird"
"556",2,"alpha[2]",5,1,0.715310720504447,"alpha",NA,NA,"N-mixture","Speckled Hummingbird"
"557",2,"E[26]",5,1,0,"E",13,0,"N-mixture","Speckled Hummingbird"
"558",2,"E[26]",6,1,0,"E",13,0,"N-mixture","Speckled Hummingbird"
"559",2,"E[55]",4,1,0.226381047388115,"E",18,2,"N-mixture","Speckled Hummingbird"
"560",2,"E[55]",5,1,0.0747841286081634,"E",18,2,"N-mixture","Speckled Hummingbird"
"561",2,"E[39]",7,2,0,"E",11,0,"N-mixture","Speckled Hummingbird"
"562",2,"E[16]",1,1,0.0192859781929382,"E",7,1,"N-mixture","Speckled Hummingbird"
"563",2,"E[16]",2,1,0.0745939018594247,"E",7,1,"N-mixture","Speckled Hummingbird"
"564",2,"E[26]",5,2,0.304470545059381,"E",13,0,"N-mixture","Speckled Hummingbird"
"565",2,"ynew[39]",5,2,0,"ynew",11,0,"N-mixture","Speckled Hummingbird"
"566",2,"ynew[39]",6,2,0,"ynew",11,0,"N-mixture","Speckled Hummingbird"
"567",2,"E[55]",4,2,0.114818314016832,"E",18,2,"N-mixture","Speckled Hummingbird"
"568",2,"E[55]",5,2,0.448185974835958,"E",18,2,"N-mixture","Speckled Hummingbird"
"569",2,"E[55]",6,2,0.0146648124694832,"E",18,2,"N-mixture","Speckled Hummingbird"
"570",2,"E[55]",7,2,0.219673002040508,"E",18,2,"N-mixture","Speckled Hummingbird"
"571",2,"E[60]",5,2,1.874015852281,"E",6,0,"N-mixture","Speckled Hummingbird"
"572",2,"ynew[26]",5,2,1,"ynew",13,0,"N-mixture","Speckled Hummingbird"
"573",2,"ynew[26]",6,2,0,"ynew",13,0,"N-mixture","Speckled Hummingbird"
"574",2,"ynew[26]",7,2,0,"ynew",13,0,"N-mixture","Speckled Hummingbird"
"575",2,"E[11]",3,1,0.0820478083131171,"E",10,1,"N-mixture","Speckled Hummingbird"
"576",2,"E[11]",4,1,0.418444418532941,"E",10,1,"N-mixture","Speckled Hummingbird"
"577",2,"ynew[60]",4,2,0,"ynew",6,0,"N-mixture","Speckled Hummingbird"
"578",2,"ynew[60]",5,2,2,"ynew",6,0,"N-mixture","Speckled Hummingbird"
"579",2,"E[46]",2,1,0.306705556187286,"E",19,1,"N-mixture","Speckled Hummingbird"
"580",2,"ynew[11]",2,1,2,"ynew",10,1,"N-mixture","Speckled Hummingbird"
"581",2,"ynew[11]",3,1,0,"ynew",10,1,"N-mixture","Speckled Hummingbird"
"582",2,"ynew[11]",4,1,0,"ynew",10,1,"N-mixture","Speckled Hummingbird"
"583",2,"ynew[11]",5,1,0,"ynew",10,1,"N-mixture","Speckled Hummingbird"
"584",2,"ynew[11]",6,1,1,"ynew",10,1,"N-mixture","Speckled Hummingbird"
"585",2,"ynew[11]",7,1,1,"ynew",10,1,"N-mixture","Speckled Hummingbird"
"586",2,"ynew[11]",1,2,0,"ynew",10,1,"N-mixture","Speckled Hummingbird"
"587",2,"ynew[11]",2,2,0,"ynew",10,1,"N-mixture","Speckled Hummingbird"
"588",2,"ynew[11]",3,2,2,"ynew",10,1,"N-mixture","Speckled Hummingbird"
"589",2,"detect[2]",6,1,0.760889858949589,"detect",NA,NA,"N-mixture","Speckled Hummingbird"
"590",2,"E[39]",2,1,0,"E",11,0,"N-mixture","Speckled Hummingbird"
"591",2,"detect[2]",2,2,0.374625043155296,"detect",NA,NA,"N-mixture","Speckled Hummingbird"
"592",2,"alpha[2]",1,1,1.86743241993278,"alpha",NA,NA,"N-mixture","Speckled Hummingbird"
"593",2,"E[39]",6,1,0,"E",11,0,"N-mixture","Speckled Hummingbird"
"594",2,"E[39]",7,1,0,"E",11,0,"N-mixture","Speckled Hummingbird"
"595",2,"E[54]",4,2,0.675335149246613,"E",16,7,"N-mixture","Speckled Hummingbird"
"596",2,"E[54]",5,2,1.16651927937413,"E",16,7,"N-mixture","Speckled Hummingbird"
"597",2,"E[54]",6,2,0.00890176053333027,"E",16,7,"N-mixture","Speckled Hummingbird"
"598",2,"E[54]",7,2,0.736653103441787,"E",16,7,"N-mixture","Speckled Hummingbird"
"599",2,"E[39]",5,2,0,"E",11,0,"N-mixture","Speckled Hummingbird"
"600",2,"E[39]",6,2,0,"E",11,0,"N-mixture","Speckled Hummingbird"
"601",2,"ynew[20]",3,1,1,"ynew",19,0,"N-mixture","Speckled Hummingbird"
"602",2,"ynew[20]",4,1,0,"ynew",19,0,"N-mixture","Speckled Hummingbird"
"603",2,"ynew[20]",5,1,0,"ynew",19,0,"N-mixture","Speckled Hummingbird"
"604",2,"ynew[20]",6,1,0,"ynew",19,0,"N-mixture","Speckled Hummingbird"
"605",2,"ynew[20]",7,1,0,"ynew",19,0,"N-mixture","Speckled Hummingbird"
"606",2,"ynew[20]",1,2,0,"ynew",19,0,"N-mixture","Speckled Hummingbird"
"607",2,"ynew[39]",7,2,0,"ynew",11,0,"N-mixture","Speckled Hummingbird"
"608",2,"E[50]",1,1,0,"E",8,0,"N-mixture","Speckled Hummingbird"
"609",2,"E[50]",2,1,0,"E",8,0,"N-mixture","Speckled Hummingbird"
"610",2,"E[50]",3,1,0,"E",8,0,"N-mixture","Speckled Hummingbird"
"611",2,"E[16]",2,2,0.00944964758788928,"E",7,1,"N-mixture","Speckled Hummingbird"
"612",2,"E[16]",3,2,0.000560736636102537,"E",7,1,"N-mixture","Speckled Hummingbird"
"613",2,"E[16]",4,2,0.000101400812844376,"E",7,1,"N-mixture","Speckled Hummingbird"
"614",2,"E[16]",5,2,0.17178643781052,"E",7,1,"N-mixture","Speckled Hummingbird"
"615",2,"E[16]",6,2,0.00603035746850627,"E",7,1,"N-mixture","Speckled Hummingbird"
"616",2,"ynew[60]",2,2,0,"ynew",6,0,"N-mixture","Speckled Hummingbird"
"617",2,"E[11]",5,1,0.0234529952511228,"E",10,1,"N-mixture","Speckled Hummingbird"
"618",2,"E[50]",4,2,0,"E",8,0,"N-mixture","Speckled Hummingbird"
"619",2,"E[11]",6,1,0.0453438967308194,"E",10,1,"N-mixture","Speckled Hummingbird"
"620",2,"E[11]",7,1,0.112584330706797,"E",10,1,"N-mixture","Speckled Hummingbird"
"621",2,"E[11]",1,2,0.120294595816181,"E",10,1,"N-mixture","Speckled Hummingbird"
"622",2,"E[11]",2,2,0.0503306102631023,"E",10,1,"N-mixture","Speckled Hummingbird"
"623",2,"beta1[2]",1,1,-0.223554985591131,"beta1",NA,NA,"N-mixture","Speckled Hummingbird"
"624",2,"beta1[2]",2,1,-0.180166924978859,"beta1",NA,NA,"N-mixture","Speckled Hummingbird"
"625",2,"beta1[2]",3,1,-0.100951201542501,"beta1",NA,NA,"N-mixture","Speckled Hummingbird"
"626",2,"beta1[2]",4,1,-0.107466048603141,"beta1",NA,NA,"N-mixture","Speckled Hummingbird"
"627",2,"beta1[2]",5,1,-0.115212892419292,"beta1",NA,NA,"N-mixture","Speckled Hummingbird"
"628",2,"beta1[2]",6,1,-0.0959995582112876,"beta1",NA,NA,"N-mixture","Speckled Hummingbird"
"629",2,"beta1[2]",7,1,-0.0586941157028439,"beta1",NA,NA,"N-mixture","Speckled Hummingbird"
